short_id,eid,doi,weblink,scholar_link,title,subtype,journal,author_names,abstract,citedby_count,year,labeled_as,affilname,openaccess,publisher,downloaded
11,2-s2.0-105024322408,10.1016/j.jajp.2025.100365,https://doi.org/10.1016/j.jajp.2025.100365,https://scholar.google.com/scholar?q=10.1016/j.jajp.2025.100365,Analysis of precipitation kinetics during refill friction stir spot welding and post-weld heat treatments in AA7050 using SAXS and numerical modeling,ar,Journal of Advanced Joining Processes,"Henninger, Susanne;Chafle, Rupesh;Becker, Niklaas;de Castro, Camila C.;Klusemann, Benjamin;Müller, Martin;Staron, Peter","The impact of the refill friction stir spot welding process (refill FSSW) on precipitates in a high-strength AA7050-T7651 alloy is studied. Cross-sections of the welded samples are analyzed via small-angle X-ray scattering (SAXS), yielding 2D maps of spatial distributions of precipitate volume fraction and mean radius. The welding plunge times are varied during refill FSSW, leading to an increase in the width of the heat-affected zone (HAZ) with increase in energy input. The mean radius of precipitates increases above 25 nm at the edges of the stir zone (SZ) and thermo-mechanically affected zone (TMAZ). Dissolution and growth of η-precipitates in the HAZ are measured in-situ and are successfully modeled with the PanPrecipitation software. Moreover, the effect of various post-weld heat treatments (PWHT) on the precipitate distribution in the weld is analyzed. Reprecipitation in the HAZ is seen already after short aging times. After 20 min, the volume fraction increases all over the HAZ and nearly reaches the volume fraction of the base material. In the SZ/TMAZ, GP zones are formed through natural aging after welding and the PWHT lead to phase transformations and an increase in volume fraction and precipitate growth. Precipitates grow to a size of 2.5 nm after PWHT at 120 ℃ and 6.5 nm at 163 ℃. Thus, the formation of η<sup>′</sup>+η-phase is expected after PWHT. Hardness measurements show that the PWHT lead to a hardness increase in the SZ and outer HAZ, but a minimum remains in the TMAZ/HAZ, where precipitates coarsened during welding. No significant changes in the weld zone features and the corresponding microstructure are observed between the as-welded and PWHT joints, indicating that the time–temperature conditions do not induce transformations such as grain growth and/or static recrystallization.",0,2025,universitaet,Helmholtz-Zentrum Hereon GmbH;Leuphana Universität Lüneburg,1,Elsevier B.V.,yes
12,2-s2.0-105024320563,10.1007/s10584-025-04080-6,https://doi.org/10.1007/s10584-025-04080-6,https://scholar.google.com/scholar?q=10.1007/s10584-025-04080-6,How the phrasing of climate change terminology impacts people’s understanding and their intention to behave sustainably,ar,Climatic Change,"Reinsberg, Fenja;Wallot, Sebastian;Loschelder, David;Genschow, Oliver","A recent study by Bruine de Bruin, Clim Change 167, 2021 investigated how well laypeople understand eight key termini of climate change that are commonly used in IPCC reports (i.e. mitigation, carbon neutral, unprecedented transition, tipping point, sustainable development, carbon dioxide removal, adaptation, abrupt change). The results revealed systematic misinterpretations by participants. To improve laypeople’s understanding of these termini, Bruine de Bruin et al. developed recommendations for alternative formulations but did not test whether these alternative formulations actually increase understanding and lead to changes of people’s intentions to behave sustainably. To fill this gap, we carried out a preregistered online experiment (N = 285) and compared the altered with the original formulations in terms of how well participants understand the termini subjectively and objectively. In addition, we measured participants’ confidence in the correctness of their understanding and their intention to act sustainably. The results indicate that participants in the altered wording group (1) generally understood the termini better subjectively and objectively; (2) had more confidence in the correctness of their understanding, and (3) misinterpreted the termini less by relying on their mental models of non-climate contexts (where the termini often have different meanings). Interestingly, this overall pattern did not apply to all termini, indicating that altering the termini increased people’s understanding for some concepts but not for others. Moreover, the altered wordings did not increase participants’ intentions to act sustainably. Implications and further directions are discussed.",0,2025,universitaet,Leuphana Universität Lüneburg,1,Springer Science and Business Media B.V.,yes
13,2-s2.0-105023676747,10.1016/j.cogsc.2025.101055,https://doi.org/10.1016/j.cogsc.2025.101055,https://scholar.google.com/scholar?q=10.1016/j.cogsc.2025.101055,"Regeneration and sustainable chemistry: Current dynamics, interconnections, and perspectives",re,Current Opinion in Green and Sustainable Chemistry,"Zuin Zeidler, Vânia G.;Corrêa Gomes, Caroindes J.","This paper aims at exploring the role of sustainable chemistry to address regenerative practices, dynamics, and systems as the ones related to agriculture, food production, and processing, including topics such as valorization of agro-industrial waste, biorefinery, biomass, bio-based materials and related flows or processes, renewable resources and energy, considering the links to the United Nations Sustainable Development Goals.",0,2025,universitaet,Universidade Federal da Bahia;Leuphana Universität Lüneburg,1,Elsevier B.V.,yes
14,2-s2.0-105022805207,10.1016/j.ridd.2025.105170,https://doi.org/10.1016/j.ridd.2025.105170,https://scholar.google.com/scholar?q=10.1016/j.ridd.2025.105170,Neural underpinnings of visuomotor adaptation and retention after a night of sleep in children with DCD,ar,Research in Developmental Disabilities,"Warlop, Griet;Nijhof, Annabel D.;Cracco, Emiel;Wiersema, Jan R.;Deconinck, Frederik J.A.","Developmental Coordination Disorder (DCD) is often considered a motor learning disorder, yet supporting evidence remains limited and inconclusive. This study aimed to refine our understanding of motor learning in DCD by examining its underlying mechanisms and stabilization of learning in later stages, beyond ad hoc learning. Visuomotor adaptation was assessed in a two-session experiment involving prolonged learning phases, separated by a night of sleep, in a centre-out drawing task, in 21 children with (age: 13.7 ± 1.5 years) and 15 without DCD (age: 14.2 ± 1.4 years). Neurophysiological responses to adaptation were evaluated through EEG-measured error-related negativity, indexing sensory prediction error processing. Sleep quality was assessed to explore potential sleep impairments in DCD. Results seem to suggest difficulty in early-stage adaptation in DCD, reflected by greater directional error. However, their performance stabilised after prolonged learning, and they successfully updated their internal model of action, indicated by similar after-effects in both groups. On day two, participants with DCD seem to face more difficulty re-adapting but still achieved stabilised performance. Crucially, despite on-task learning gains, they never reached the performance level of their neurotypical peers, plateauing with higher directional errors, possibly due to a noisier sensorimotor system, that accommodates less reliable motor prediction. Neurophysiological findings suggested reduced sensory prediction error sensitivity in DCD, particularly in participants with persistent motor difficulties. Although sleep disturbances were observed in DCD, no direct link with learning outcomes was found. Overall, this study suggests that motor control limitations, rather than a core learning deficit, constrain motor performance in children with DCD.",0,2025,universitaet,Universiteit Gent;Leuphana Universität Lüneburg,0,Elsevier Inc.,no
15,2-s2.0-105020973778,10.1016/j.jenvp.2025.102841,https://doi.org/10.1016/j.jenvp.2025.102841,https://scholar.google.com/scholar?q=10.1016/j.jenvp.2025.102841,Climate impact perceptions and associations with reported behaviors and policy support in three countries,ar,Journal of Environmental Psychology,"Frings, Nina L.;Nielsen, Kristian S.;Rahmani Azad, Zahra;Hahnel, Ulf J.J.","To accelerate climate change mitigation, substantial lifestyle changes and more ambitious climate policies are urgently needed. However, realizing behavior changes is challenged by widespread misperceptions about the relative climate impact of different behaviors, making it difficult even for motivated individuals to identify which actions to prioritize and which policies to support. Little is known about the cross-national variability of such impact perceptions and their association with climate-relevant outcomes. We aim to address this gap with a pre-registered cross-country study (N = 2742) in China, Germany, and the United States. Using a novel experimental paradigm, we investigated carbon footprint accuracy (how accurately individuals judge the objective size of carbon footprints) and impact perceptions (the perceived contribution of specific behaviors to carbon footprints). We then examined associations between these two constructs and self-reported climate-related behavior and support for behavior-targeted climate policies. Across the three countries, participants showed low accuracy in estimating carbon footprints and underestimated the impact of carbon-intensive behaviors on those footprints. Despite prevalent behavior-specific misperceptions, the impact perceptions of different behaviors were independent of each other, showing no evidence for compensatory judgments. Participants’ carbon footprint accuracy and impact perceptions were associated with corresponding self-reported behavior across all countries. However, the association between impact perceptions and climate policy support varied across countries, with impact perceptions having a direct effect in Germany, no effect in China, and a moderated effect by political orientation in the United States. Our study highlights the need for cross-national research to further uncover which contexts foster (in)accurate behavioral knowledge and corresponding climate-friendly behavior.",0,2025,universitaet,Universität Basel;Copenhagen Business School;Leuphana Universität Lüneburg,1,Academic Press,yes
16,2-s2.0-105020593560,10.1016/j.mar.2025.100946,https://doi.org/10.1016/j.mar.2025.100946,https://scholar.google.com/scholar?q=10.1016/j.mar.2025.100946,Measuring value-based management using natural language processing,ar,Management Accounting Research,"Wobst, Janice;Röttger, Philipp;Lueg, Rainer","We propose an alternative approach to quantifying a firm’s value-based management (VBM) sophistication. The approach uses natural language processing (NLP) and builds on a newly developed, customised dictionary. We describe the development of this dictionary and validate the resulting measure for a large sample of European listed firms (STOXX Europe 600 Index) using tests of internal consistency, construct validity, and relevant robustness checks. In doing so, we present a novel application of NLP in management accounting. We also contribute a customised, open-source dictionary for the measurement of VBM sophistication thereby creating opportunities for future research.",0,2025,universitaet,Syddansk Universitet;Leuphana Universität Lüneburg;Europa-Universität Flensburg,1,Academic Press,yes
17,2-s2.0-105020448752,10.1007/s10071-025-01999-2,https://doi.org/10.1007/s10071-025-01999-2,https://scholar.google.com/scholar?q=10.1007/s10071-025-01999-2,Peek a boo! Information seeking about food and functionality in capuchin monkeys,ar,Animal Cognition,"Jordan, E. J.;Allritz, M.;Bohn, M.;Völter, C. J.;Seed, Amanda M.","The ability to be aware of your own knowledge state (metacognition) can be investigated by examining an individual’s information-seeking behaviour. Chimpanzees (Pan troglodytes) perform strategic searches for food and tools. However, although capuchin monkeys (Sapajus apella) seek information about food, whether they search for functional information is unknown. Further, if information seeking indicates awareness of what knowledge is missing, rather than an uncertainty response, search patterns should reflect the missing information. We presented 12 capuchin monkeys with two novel information seeking tasks; Experiments 1 and 2 investigated their food search, Experiment 3 investigated their search for functionality. In both tasks information could be sought from two locations; looking below a barrier provided information about food, looking above a barrier provided information about food in Experiments 1 and 2 or cup functionality (open or sealed) in Experiment 3. Monkeys were trained to select the target cup with all information visible. Then we occluded the cups and presented the monkeys with different configurations of missing information requiring looks above, below, or both to locate the target cup. When searching for both food and functional information the monkeys’ searching was selective; it was more likely under occluded conditions. However, search location was not significantly affected by different configurations of missing information, suggesting they were not tailoring their information seeking. This supports previous findings that capuchins perform information-seeking to fill knowledge gaps. However, we found no evidence that searching was sensitive to the information was required. We conclude that capuchin monkeys show selective but not strategic information seeking.",0,2025,universitaet,University of St Andrews;Veterinarmedizinische Universitat Wien;Leuphana Universität Lüneburg;Max-Planck-Institut für Evolutionäre Anthropologie,1,Springer Science and Business Media Deutschland GmbH,yes
18,2-s2.0-105020374502,10.1007/s12289-025-01957-w,https://doi.org/10.1007/s12289-025-01957-w,https://scholar.google.com/scholar?q=10.1007/s12289-025-01957-w,Failure prediction by using a recurrent neural network in incremental sheet forming with active medium,ar,International Journal of Material Forming,"Thiery, Sebastian;Zein El Abdine, Mazhar;Heger, Jens;Ben Khalifa, Noomane","Industrial sheet metal components often have complex geometries with both concave and convex features. For small batch sizes, such components can be manufactured by incremental sheet forming, using the pressure of an active medium underneath the workpiece to create the convex feature. However, the additional load superimposed by the pressure causes instability and renders the process more prone to failure, in particular to cracking of the workpiece. The reliability of the manufacturing process could be improved if the occurrence of failure were predictable and thus preventable. To achieve this goal, the trend of the forming forces and the change of the workpiece geometry prior to cracking are experimentally analyzed. Subsequently, the dataset obtained from the experiments is used to fit a model based on long short-term memory and on a sliding window approach. This model reliably predicts the probability of failure with an accuracy and recall of 0.97 and 0.89 respectively, demonstrating its potential for online monitoring of the manufacturing process.",0,2025,universitaet,Helmholtz-Zentrum Hereon GmbH;Leuphana Universität Lüneburg,1,Springer-Verlag Italia s.r.l.,yes
19,2-s2.0-105019794412,10.1016/j.jma.2025.09.013,https://doi.org/10.1016/j.jma.2025.09.013,https://scholar.google.com/scholar?q=10.1016/j.jma.2025.09.013,Degradation and biocompatibility of Mg-Dy-Zn alloys containing the LPSO and γʹ phases under physiological conditions,ar,Journal of Magnesium and Alloys,"Jiang, Genzhi;Huang, Yuanding;Helmholz, Heike;Scharnagl, Nico;Song, Ci;Yu, Zijian;Zhang, Yue;Willumeit-Römer, Regine;Hort, Norbert","Previous work indicated that long-period stacking ordered (LPSO) phase and/or γʹ in rare earth containing Mg biomaterials had contradictory mechanisms responsible for their degradation in less complex or standard salt media, such as 0.9 % NaCl solution. They needed to be further investigated in a more realistic simulated body fluid (SBF). The present work investigated the influence of the amount and types of intermetallics on the degradation behavior of as-cast Mg-xDy-Zn (x = 5, 10, 15 wt.%) alloys using immersion test in Dulbecco’s modified Eagle’s medium (DMEM) + Glutamax together with 10 % Fetal bovine serum (FBS) under cell culture conditions. It was revealed that the existence of intermetallics exhibited different effects on the degradation behavior of alloys. At the early stage of immersion, Mg-10Dy-1.5Zn alloy suffered the most serious degradation among these three alloys, owing to its more severe micro galvanic corrosion. With the immersion proceeding, the degradation rate of Mg-5Dy-1.5Zn alloy consistently increased because of the scattered distribution of few intermetallics. In contrast, the continuous network structure of intermetallics and a compact degradation layer provided protection from further degradation for Mg-10Dy-1.5Zn and Mg-15Dy-1.5Zn alloys. In the as-cast Mg-5Dy-1.5Zn alloy, only small amount of intermetallics composed of W, γʹ and 18R LPSO phases acted as galvanic cathodes, accelerating its degradation. With Dy content increasing to 10 and 15 wt.%, large amounts of intermetallics including 18R LPSO and dense γʹ phases were formed, which on the other hand can serve as a continuous network barrier to retard degradation propagation. Finally, the good adhesion and proliferation of the Human umbilical cord perivascular (HUCPV) on the surface of the Mg-10Dy-1.5Zn and Mg-15Dy-1.5Zn alloy indicated their good biocompatibility.",0,2025,universitaet,Beijing University of Technology;Helmholtz-Zentrum Hereon GmbH;Leuphana Universität Lüneburg,1,KeAi Communications Co.,yes
20,2-s2.0-105019107223,10.1111/1365-2656.70153,https://doi.org/10.1111/1365-2656.70153,https://scholar.google.com/scholar?q=10.1111/1365-2656.70153,Disentangling the influence of environmental conditions on sex determination in haplodiploid organisms,ar,Journal of Animal Ecology,"Wittmann, Katharina;Klein, Alexandra Maria;Pichler, Maximilian;Staab, Michael","Sex determination is essential for the life history of sexually reproducing organisms. Understanding the mechanism behind sex determination decisions, however, is not trivial, as processes such as random meiosis can shape the sex of the offspring besides environmental conditions. Haplodiploid organisms are relatively unconstrained from these internal influences: Males develop from unfertilized and females from fertilized eggs. Females can thus base sex allocation on their individual parental expenditure and account for the prevalent environmental conditions they live in. We aim to disentangle the influence of environmental conditions on sex determination and resource allocation decisions of haplodiploid organisms (population sex ratio, individual sex allocation probability, individual resource allocation and foraging efficiency). For this, we studied the European orchard bee (Osmia cornuta) at a high spatial and temporal resolution in a quantitative field study. We applied a recently developed camera system and deep-learning-based evaluation toolset that allowed us to analyse over 1000 pollen collection flights (food provisioning for offspring) and over 800 clay collection flights (nest-building material) to test whether sex determination and resource allocation in haplodiploid organisms depend on environmental conditions. Contrary to expectations based on established sex determination theories, the overall population sex ratio and individual offspring resource allocation were independent of environmental conditions. Individual sex allocation probability, however, shifted with flower cover, connectivity of seminatural habitat, temperature and progressing season. Pollen and clay collection durations, proxies for foraging efficiency, were not influenced by available resources in the landscape. Instead, pollen collection efficiency decreased with higher temperatures and clay collection efficiency decreased with lower temperatures and progressing season (both represented by increasing flight durations). A short-term insurance strategy may explain the diverse influences of environmental conditions on individual sex allocation probability, whereas long-term bet-hedging might result in consistent offspring resource allocation and population sex ratio within a year, with potential carry-over effects into the next generation. We therefore conclude that sex determination is not monocausal and that nest-provisioning females might pursue multiple aims at the same time. We emphasize the importance of long-term data to further unravel the sex determination mechanisms of sexually reproducing organisms.",0,2025,universitaet,Universität Freiburg;Universität Regensburg;Leuphana Universität Lüneburg,1,John Wiley and Sons Inc,yes
21,2-s2.0-105017806599,10.1038/s41598-025-13360-1,https://doi.org/10.1038/s41598-025-13360-1,https://scholar.google.com/scholar?q=10.1038/s41598-025-13360-1,Older people care increases the gender gap in academia,ar,Scientific Reports,"Vidal-Abarca, María Rosario;Martín-López, Berta;Sala-Bubaré, Anna;Anton-Pardo, María;Catalan, Nuria;Freixa, Anna;Lupon, Anna;Nicolás-Ruiz, Nestor;Poblador, Silvia;Rodríguez-Lozano, Pablo;Sánchez-Montoya, María del Mar;Suárez, María Luisa","Caring for older and for adults with disabilities is nowadays a social challenge for Western societies. However, little research has focused on the role of women as carers of that social group and their personal and professional consequences, particularly in academia. We explore the impact of caring for the older and adults with disabilities on Spanish scholar from a gender perspective. We conducted 36 semi-structured open-ended interviews (24 women, 12 men). Our research finds that, caring for the older and adults with disabilities has costs and implications for scholar on a personal and professional levels, but significantly more for women compared to men. Women often reported more physical and mental health problems than men. In addition, women, reported that their profession was affected by caring for the older people and that they compromised their quality of life mainly in terms of loss of leisure time. Strategies for coping during difficult periods of caregiving differed between genders, whereby women reported reaching out to support networks. At the institutional level, older care is an ‘invisible’ problem, for which interviewees reported not getting any support from their institutions. The study reveals how caring for older people and adults with disabilities adds yet another role and responsibility to women’s dual role as mothers and scholars, leading to “invisible”, often unnamed, impacts on their personal and professional lives: the “triple presence”. Given that the study was conducted in a specific context (Spanish scientists in the fields of environmental science and sustainability), future studies in other geographical areas will be needed to corroborate current findins.",0,2025,universitaet,Universidad Complutense de Madrid;Universidad Autónoma de Madrid;Universidad de Murcia;Universitat Ramon Llull;Leuphana Universität Lüneburg;Centre de Recerca Ecològica i Aplicacions Forestals (CREAF-CERCA);Institut Cavanilles de Biodiversitat i Biologia Evolutiva;CSIC - Centro de Estudios Avanzados de Blanes (CEAB);Catalan Institute for Water Research,1,Nature Research,yes
22,2-s2.0-105016887758,10.1016/j.biocon.2025.111515,https://doi.org/10.1016/j.biocon.2025.111515,https://scholar.google.com/scholar?q=10.1016/j.biocon.2025.111515,Environmental justice gaps in human-wildlife conflict research from a social-ecological systems perspective,re,Biological Conservation,"Alba-Patiño, Daniela;Martín-López, Berta;Delibes-Mateos, Miguel;Requena-Mullor, Juan M.;Castro, Antonio J.","Human–wildlife conflicts (HWCs) are increasingly prevalent and complex phenomena that often result in social tensions and environmental injustices. While the social–ecological systems (SES) perspective has been recently applied to understand the dynamics of HWC, little attention has been paid to how environmental justice is addressed in this field. This study presents a systematic review of 85 studies that analyse HWC using a SES lens, with the aim of examining to what extent these studies incorporate the three dimensions of environmental justice: distributive, procedural, and recognition justice. We assessed how social actors were identified, how benefits and cost were distributed, and how these actors were involved in both decision-making and research processes. Our findings reveal that most studies focused on mammals (58 %), and those human–human conflicts caused by human activities affecting wildlife populations and/or their habitats were the most frequently studied category (54 %). While local communities were commonly identified as social actors and resource losers, their participation in research was mostly limited to consultation, with few cases of collaboration or engagement. Moreover, the social actors identified as most affected by conflicts—those experiencing resource and livelihood losses—were not the same as those most involved in decision-making processes. These findings highlight the need to adopt more context-sensitive and justice-oriented approaches to address HWCs, enabling more equitable and effective conservation strategies. A social–ecological perspective helps to recognise the role of shifting social norms in conflict dynamics, while integrating environmental justice enables a deeper understanding of power imbalances.",2,2025,universitaet,Universidad de Almería;Leuphana Universität Lüneburg;CSIC-JA - Instituto de Estudios Sociales Avanzados (IESA),1,Elsevier Ltd,yes
